Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Total_Lines_Num,Category,Repaired,Attempt,Repair_Line,Repair_Fix,Repair_Original,Repair_Same
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_Percentile_7,"['28', ' 29', ' 31', ' 36', ' 37']","[28, 29, 31, 36, 37]",int,37.0,True,100.0,5,100%,True,0,37,s := s + A[i];,s := s + A[i];,True
Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_41_0,"['8', ' 12', ' 13']","[6, 7, 8, 12, 13]",int_int,12.0,True,60.0,5,Others,True,0,12,i := i + 1; //buggy line,i := i + 1;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula3_3,"['11', ' 12', ' 15', ' 16', ' 17', ' 19', ' 25', ' 26', ' 27', ' 30']","[11, 12, 15, 16, 17, 19, 24, 25, 26, 27, 30]",nat,25.0,True,90.9090909090909,11,Others,False,,,,next := next + r;,False
DafnyExercises_tmp_tmpd6qyevja_Part1_Q1_5,"['9', ' 13', ' 14']","[7, 8, 9, 13, 14]",array(int),14.0,True,60.0,5,Others,True,0,14,j := j + 1;,j := j + 1;,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_68,"['376', ' 377', ' 380', ' 383', ' 384', ' 390', ' 391', ' 392', ' 399']","[376, 377, 380, 381, 382, 383, 384, 390, 391, 392, 399]",void,383.0,True,81.81818181818183,11,Others,True,0,383,"ghost var i', j' := lo + hi - r - 1, lo + hi + r + 1;","var i', j' := lo + hi - (r + 1), lo + hi + (r + 1);",False
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_05_Hoangkim_ex_05_Hoangkim_18,"['64', ' 65', ' 66', ' 72', ' 74', ' 78']","[63, 64, 65, 66, 72, 74, 77, 78]",int,74.0,True,75.0,8,Others,True,0,74,g := g - x;,g := g - x;,True
dafny-synthesis_task_id_105_1,"['19', ' 20']","[14, 15, 19, 20]",int,20.0,True,50.0,4,Others,True,0,20,result := result + 1;,result := result + 1;,True
dafny-synthesis_task_id_267_5,"['7', ' 12', ' 13']","[5, 6, 7, 12, 13]",int,13.0,True,60.0,5,Others,True,0,13,i := i + 2;,i := i + 2;,True
dafny-synthesis_task_id_632_0,"['16', ' 17', ' 22', ' 42', ' 44', ' 50', ' 52']","[16, 17, 22, 42, 44, 47, 50, 52]",void,50.0,True,87.5,8,Others,False,,,,i := i + 1;,False
dafny-workout_tmp_tmp0abkw6f8_starter_ex09_0,"['11', ' 12', ' 13', ' 14', ' 16', ' 22', ' 23']","[11, 12, 12, 13, 14, 16, 22, 23]",nat,22.0,True,87.5,8,Others,True,0,22,"b, c := c, b + c; //buggy line","b, c := c, b + c;",True
dafny-synthesis_task_id_105_0,"['19', ' 20']","[14, 15, 19, 20]",int,20.0,True,50.0,4,Others,True,0,20,result := result + 1;,result := result + 1;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_51,"['296', ' 297', ' 302']","[296, 297, 302, 302]",void,302.0,True,75.0,4,Others,False,,,,dst[n] := 2 * src[n]; n := n + 1;,False
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_RotateRight_0,"['7', ' 8', ' 14']","[7, 8, 14, 14]",void,14.0,True,75.0,4,Others,False,,,,"a[0], a[n] := a[n], a[0]; n := n + 1;",False
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Selection_Sort_Standard_0,"['5', ' 6', ' 12', ' 13', ' 14', ' 19', ' 22', ' 24', ' 25']","[5, 6, 12, 13, 14, 19, 20, 22, 24, 25]",void,13.0,True,90.0,10,Others,False,,,,var idx' := idx + 1;,False
MIEIC_mfes_tmp_tmpq3ho7nve_exams_mt2_19_p5_0,"['15', ' 16', ' 18', ' 21', ' 28', ' 29', ' 30', ' 32', ' 36', ' 37']","[15, 16, 18, 21, 28, 29, 30, 32, 36, 37]",int,15.0,True,100.0,10,100%,True,0,15,pivotPos := a.Length - 1; // chooses pivot at end of array,pivotPos := a.Length - 1; // chooses pivot at end of array,True
verified-using-dafny_tmp_tmp7jatpjyn_longestZero_3,"['16', ' 17', ' 18', ' 22', ' 20', ' 23', ' 30', ' 31', ' 35', ' 33']","[16, 17, 18, 20, 20, 22, 23, 30, 31, 33, 33, 35, 39, 40, 41, 43, 55, 57, 58, 60]",int_int,31.0,True,50.0,20,Others,False,,,,{ b[idx + 1] := b[idx] + 1; },False
FlexWeek_tmp_tmpc_tfdj_3_ex4_1,"['16', ' 17', ' 18', ' 24', ' 25', ' 28', ' 29', ' 32']","[16, 17, 18, 24, 25, 28, 29, 32, 58, 59, 60]",array(int),25.0,True,72.72727272727273,11,Others,False,,,,i := i +1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort_4,"['17', ' 21', ' 22', ' 23', ' 26', ' 27', ' 29']","[15, 17, 21, 22, 23, 26, 27, 29]",void,27.0,True,87.5,8,Others,True,0,27,down := down - 1;,down := down-1;,True
Software-Verification_tmp_tmpv4ueky2d_Valid Anagram_valid_anagram_4,"['12', ' 13', ' 14', ' 20', ' 21', ' 24', ' 27', ' 28', ' 29', ' 33', ' 34', ' 35', ' 41', ' 42', ' 45', ' 48', ' 49', ' 50', ' 53']","[12, 13, 14, 20, 21, 24, 27, 28, 29, 33, 34, 35, 41, 42, 45, 48, 49, 50, 53]",bool,29.0,True,100.0,19,100%,True,0,29,s_remaining := s_remaining - temp[remaining := s[remaining]];,s_remaining := s_remaining - temp[remaining := s[remaining]];,True
BPTree-verif_tmp_tmpq1z6xm1d_Utils_13,"['377', ' 379', ' 380', ' 382', ' 384', ' 385', ' 398', ' 400', ' 401', ' 402', ' 408', ' 404', ' 406', ' 420', ' 421', ' 422', ' 428', ' 429']","[377, 379, 380, 382, 384, 385, 398, 400, 401, 402, 404, 404, 406, 408, 414, 417, 420, 421, 422, 428, 429]",array(int),421.0,True,85.71428571428571,21,Others,True,0,421,i := limit + 1;,i := limit + 1;,True
dafny-workout_tmp_tmp0abkw6f8_starter_ex09_5,"['11', ' 12', ' 13', ' 14', ' 16', ' 22', ' 23']","[11, 12, 12, 13, 14, 16, 22, 23]",nat,23.0,True,87.5,8,Others,True,0,23,i := i + 1;,i := i + 1;,True
test-generation-examples_tmp_tmptwyqofrp_IntegerSet_dafny_IntegerSet_17,"['106', ' 107', ' 109', ' 110', ' 119', ' 120', ' 121', ' 123', ' 128', ' 130']","[106, 107, 109, 110, 119, 120, 121, 123, 125, 128, 130]",Set,128.0,True,90.9090909090909,11,Others,True,2,128,i := i + 1;,i := i + 1;,True
CVS-Projto1_tmp_tmpb1o0bu8z_proj1_proj1_5,"['18', ' 19', ' 21', ' 26', ' 27', ' 29']","[18, 19, 21, 26, 27, 29]",int,27.0,True,100.0,6,100%,True,0,27,aux := aux + 1;,aux := aux + 1;,True
veri-sparse_tmp_tmp15fywna6_dafny_dspmspv_9,"['82', ' 83', ' 85', ' 88', ' 91', ' 94', ' 100', ' 101', ' 102', ' 104', ' 113', ' 114', ' 115', ' 116', ' 117', ' 118', ' 119', ' 120', ' 121', ' 122', ' 123', ' 126']","[82, 83, 85, 86, 87, 88, 89, 90, 91, 94, 100, 101, 102, 104, 113, 114, 115, 116, 117, 118, 119, 120, 120, 121, 122, 122, 123, 126]",array(int),119.0,True,78.57142857142857,28,Others,True,0,119,kV := kV + 1;,kV := kV + 1;,True
dafny-synthesis_task_id_632_7,"['16', ' 17', ' 22', ' 42', ' 44', ' 50', ' 52']","[16, 17, 22, 42, 44, 47, 50, 52]",void,52.0,True,87.5,8,Others,False,,,,j := j + 1;,False
Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseAllEqual_1,"['49', ' 50', ' 51', ' 56', ' 57']","[49, 50, 51, 56, 57]",bool,57.0,True,100.0,5,100%,False,,,,i := i+1;,False
Software-Verification_tmp_tmpv4ueky2d_Valid Palindrome_valid_panlindrome_0,"['5', ' 7', ' 8', ' 12', ' 14', ' 17', ' 20']","[5, 7, 8, 12, 14, 17, 20]",bool,17.0,True,100.0,7,100%,True,1,17,i := i + 1;,i := i + 1;,True
AssertivePrograming_tmp_tmpwf43uz0e_Find_Substring_5,"['23', ' 27', ' 32', ' 38', ' 46', ' 48', ' 49', ' 51', ' 56', ' 58', ' 66', ' 81', ' 97', ' 24', ' 28']","[23, 24, 27, 27, 28, 31, 32, 38, 46, 48, 49, 51, 56, 58, 62, 66, 81, 92, 97]",bool_nat,46.0,True,78.94736842105263,19,Others,False,,,,var j := |str2|-1;,False
VerifiedMergeSortDafny_tmp_tmpva7qms1b_MergeSort_0,"['9', ' 10', ' 11', ' 13', ' 22', ' 23', ' 24', ' 37', ' 25', ' 26', ' 27', ' 28', ' 30', ' 31', ' 34', ' 35']","[9, 10, 11, 13, 22, 23, 24, 25, 25, 26, 27, 28, 28, 30, 31, 32, 34, 35, 37]",void,24.0,True,84.21052631578947,19,Others,True,0,24,a1Pos := a1Pos + 1;,a1Pos := a1Pos + 1;,True
Clover_quotient_5,"['7', ' 11', ' 12']","[5, 6, 7, 11, 12]",int_int,12.0,True,60.0,5,Others,True,0,12,q := q + 1;,q:=q+1;,True
test-generation-examples_tmp_tmptwyqofrp_RussianMultiplication_dafny_RussianMultiplication_5,"['16', ' 20', ' 21']","[8, 9, 10, 11, 13, 14, 16, 20, 21]",int,21.0,True,33.33333333333333,9,Others,True,0,21,n := n - 1;  //buggy line,n := n - 1;,True
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p6_11,"['19', ' 20', ' 21', ' 22']","[19, 20, 21, 22, 23, 28, 31, 35]",int,35.0,False,50.0,8,Others,False,,,,"x, y := y, k+1 + x*y;",False
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula3_20,"['86', ' 87', ' 89', ' 95', ' 96', ' 98']","[86, 87, 89, 95, 96, 98]",int,98.0,True,100.0,6,100%,True,0,98,ind := ind - 1; //buggy line,ind := ind - 1;,True
dafny-synthesis_task_id_644_11,"['23', ' 24', ' 25', ' 31', ' 32']","[23, 24, 25, 31, 32]",void,23.0,True,100.0,5,100%,True,0,23,var l := k - 1;,var l := k - 1;,True
laboratory_tmp_tmps8ws6mu2_dafny-tutorial_exercise9_0,"['13', ' 14', ' 15', ' 16', ' 21', ' 22']","[13, 14, 15, 16, 21, 22]",nat,21.0,True,100.0,6,100%,False,,,,"b, c := c, c + b;",False
Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_error_data_completion_07_8,"['20', ' 21', ' 24']","[5, 6, 7, 9, 13, 15, 16, 19, 20, 21, 24]",int_int,20.0,True,27.27272727272727,11,Others,True,0,20,a := a + 2; //buggy line,a := a + 2;,True
dafny-synthesis_task_id_555_10,"['7', ' 15']","[5, 6, 7, 12, 13, 15]",int,15.0,True,33.33333333333333,6,Others,True,0,15,diff := sumCubes - sumNumbers; //buggy line,diff := sumCubes - sumNumbers;,True
M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo9-Carre_0,"['6', ' 11', ' 12']","[4, 5, 6, 11, 12]",nat,11.0,True,60.0,5,Others,True,0,11,c := c + 2 * i + 1;,c := c + 2*i +1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_ProgramProofs_ch15_15,"['79', ' 80', ' 81', ' 89', ' 90', ' 92', ' 93', ' 97', ' 98']","[79, 80, 81, 89, 90, 91, 92, 93, 97, 98]",int,90.0,True,90.0,10,Others,True,0,90,m := m + 1;,m := m + 1;,True
Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings1_8,"['36', ' 37', ' 40', ' 41', ' 46', ' 47', ' 49', ' 51', ' 53']","[36, 37, 40, 41, 46, 47, 49, 51, 53]",bool,51.0,True,100.0,9,100%,True,0,51,i := i - 1; //buggy line,i := i-1;,True
Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_SmallNum_4,"['12', ' 16', ' 17']","[7, 9, 10, 12, 16, 17]",int,17.0,True,50.0,6,Others,True,0,17,i := i + 1;,i := i + 1;,True
vfag_tmp_tmpc29dxm1j_mergesort_21,"['57', ' 58', ' 60', ' 69', ' 70', ' 78', ' 79', ' 81', ' 90', ' 91', ' 98', ' 99', ' 100', ' 102', ' 113', ' 119', ' 121', ' 122', ' 151', ' 126', ' 128', ' 129', ' 135', ' 137', ' 138', ' 142', ' 144', ' 145']","[54, 55, 57, 58, 60, 69, 70, 75, 76, 78, 79, 81, 90, 91, 96, 98, 99, 100, 104, 113, 115, 119, 119, 121, 122, 126, 126, 128, 129, 133, 135, 137, 138, 142, 142, 144, 145, 151]",void,138.0,True,73.68421052631578,38,Others,True,0,137,j := j + 1;,j := j + 1 ;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_stairClimbing_2,"['199', ' 200', ' 201', ' 202', ' 207']","[199, 200, 201, 202, 205, 206, 207]",void,207.0,True,71.42857142857143,7,Others,True,0,207,ghost var sumSet := stepForward + stepTwoForward;,var sumSet := stepForward + stepTwoForward;,True
dafny-language-server_tmp_tmpkir0kenl_Test_vstte2012_Two-Way-Sort_8,"['41', ' 42', ' 43', ' 49', ' 50', ' 51', ' 52', ' 55', ' 56']","[41, 42, 43, 49, 50, 51, 51, 52, 53, 54, 55, 56]",void,52.0,True,75.0,12,Others,True,0,52,j := j - 1; //buggy line,j := j-1;,True
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_05_Hoangkim_ex_05_Hoangkim_16,"['64', ' 65', ' 66', ' 72', ' 74', ' 78']","[63, 64, 65, 66, 72, 74, 77, 78]",int,74.0,True,75.0,8,Others,True,0,74,g := g - x;,g := g - x;,True
SiLemma_tmp_tmpfxtryv2w_utils_4,"['23', ' 25', ' 26', ' 27']","[23, 24, 25, 26, 27, 28]",void,27.0,True,66.66666666666666,6,Others,True,0,27,ghost var new_b := b - {y};,var new_b := b - {y};,True
Dafny_tmp_tmpmvs2dmry_examples2_43,"['81', ' 97', ' 98', ' 99']","[80, 80, 81, 81, 82, 83, 88, 91, 92, 95, 97, 98, 99, 104]",real,98.0,True,28.57142857142857,14,Others,True,0,98,x := x * x;,x:=x*x;,True
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBinarySearch_23,"['56', ' 57', ' 60', ' 62', ' 63', ' 65']","[56, 57, 59, 60, 62, 63, 65, 65]",int,57.0,True,75.0,8,Others,False,,,,{p:=c-1;} //empty case: c-1 contains the last element less or equal than elem,False
t1_MF_tmp_tmpi_sqie4j_exemplos_introducao_ex4_1,"['11', ' 15', ' 16']","[9, 10, 11, 15, 16]",nat,15.0,True,60.0,5,Others,False,,,,i := i + 1;,False
cs357_tmp_tmpn4fsvwzs_lab7_question5_4,"['20', ' 21', ' 22', ' 26', ' 27']","[19, 20, 21, 22, 26, 27, 29, 30, 31, 35, 36]",int,27.0,True,45.45454545454545,11,Others,True,0,27,n := n + 1;,n:= n + 1;,True
circular-queue-implemetation_tmp_tmpnulfdc9l_Queue_4,"['107', ' 109', ' 110', ' 111', ' 112', ' 113', ' 98']","[107, 108, 109, 110, 111, 112, 113, 98]",void,113.0,True,87.5,8,Others,True,2,113,rear := rear + 1;,rear := rear + 1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBinarySearch_4,"['11', ' 17', ' 18', ' 19', ' 20']","[10, 11, 17, 18, 19, 20, 20, 22]",int,17.0,True,62.5,8,Others,True,0,17,var m := (c + f) / 2; //buggy line,var m:=(c+f)/2;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula3_24,"['111', ' 112', ' 114', ' 119', ' 120']","[111, 112, 114, 119, 120]",nat,119.0,True,100.0,5,100%,True,0,119,r := r + i;,r := r + i;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_Intervals_9,"['22', ' 23', ' 25', ' 26', ' 31', ' 33', ' 34', ' 36', ' 39']","[22, 23, 25, 26, 31, 33, 34, 35, 36, 39]",int,36.0,True,90.0,10,Others,True,0,36,j := mid - 1;,j := mid - 1;,True
Dafny-Practice_tmp_tmphnmt4ovh_Pattern Matching_18,"['7', ' 9', ' 13', ' 6', ' 17', ' 19', ' 24', ' 25', ' 30', ' 33', ' 34', ' 37', ' 38', ' 40', ' 49', ' 62', ' 63', ' 64', ' 69', ' 74', ' 75', ' 78']","[6, 7, 9, 13, 17, 19, 24, 25, 27, 30, 33, 34, 37, 38, 40, 45, 46, 49, 60, 62, 63, 64, 69, 74, 75, 78, 86, 89, 94, 96, 103]",set(nat),64.0,True,70.96774193548387,31,Others,True,0,64,text_hash := old_text_hash - left_letter_as_int + right_new_letter_as_int;,text_hash := text_hash - left_letter_as_int + right_new_letter_as_int;,False
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseBubbleSort_0,"['15', ' 16', ' 24', ' 27', ' 39', ' 40', ' 43', ' 47']","[15, 16, 24, 27, 39, 40, 43, 47]",void,24.0,True,100.0,8,100%,False,,,,var j:=f-1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_SumOfCubes_4,['27'],"[26, 27, 28]",int,27.0,True,33.33333333333333,3,Others,False,,,,r := g * g;,False
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseSelSort_4,"['15', ' 16', ' 17', ' 25', ' 26', ' 27', ' 37', ' 38', ' 40', ' 41']","[15, 16, 17, 25, 26, 27, 37, 37, 38, 40, 41]",void,38.0,True,90.9090909090909,11,Others,True,0,38,j := j + 1;,j:=j+1;,True
SENG2011_tmp_tmpgk5jq85q_exam_ex3_0,"['6', ' 7', ' 10', ' 11', ' 15', ' 16', ' 18', ' 20']","[6, 7, 10, 11, 15, 16, 18, 20]",bool,18.0,True,100.0,8,100%,True,0,18,i := i + 1;,i := i + 1;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray_5,"['6', ' 7', ' 12']","[6, 7, 12, 12]",void,12.0,True,75.0,4,Others,False,,,,dst[n] := 2 * src[n]; n := n + 1;,False
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Insertion_Sorted_Standard_1,"['15', ' 19', ' 20', ' 23', ' 24', ' 26']","[14, 15, 19, 20, 23, 24, 26]",void,19.0,True,85.71428571428571,7,Others,True,0,19,var low := high - 1;,var low := high-1;,True
MFDS_tmp_tmpvvr5y1t9_Assignments_Ass-1-2020-21-Sol-eGela_15,"['51', ' 52', ' 61']","[51, 52, 55, 55, 56, 60, 61]",void,61.0,True,42.85714285714285,7,Others,True,0,61,ghost var k := (x - 1) / 3;,var k := (x-2)/3;,False
M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo7-ComputeSum_3,"['12', ' 16', ' 17']","[10, 11, 12, 16, 17]",nat,16.0,True,60.0,5,Others,True,0,16,s := s + i + 1; //buggy line,s := s + i + 1;,True
Dafny_Verify_tmp_tmphq7j0row_Fine_Tune_Examples_50_examples_37_1,"['5', ' 6', ' 8', ' 17']","[5, 6, 8, 12, 14, 16, 17]",int_int,17.0,True,57.14285714285714,7,Others,True,0,17,x := x + 1;,x := x + 1;,True
Dafny-Projects_tmp_tmph399drhy_p2_arraySplit_4,"['16', ' 20', ' 21', ' 32', ' 33', ' 39', ' 40', ' 41']","[9, 11, 12, 14, 16, 20, 21, 32, 33, 39, 40, 41]",array(int)_array(int),21.0,True,66.66666666666666,12,Others,True,0,21,i := i + 1; //buggy line,i := i + 1;,True
verified-using-dafny_tmp_tmp7jatpjyn_longestZero_0,"['16', ' 17', ' 18', ' 22', ' 20', ' 23', ' 30', ' 31', ' 35', ' 33']","[16, 17, 18, 20, 20, 22, 23, 30, 31, 33, 33, 35, 39, 40, 41, 43, 55, 57, 58, 60]",int_int,31.0,True,50.0,20,Others,False,,,,{ b[idx + 1] := b[idx] + 1; },False
dafny-language-server_tmp_tmpkir0kenl_Test_vstte2012_Two-Way-Sort_12,"['41', ' 42', ' 43', ' 49', ' 50', ' 51', ' 52', ' 55', ' 56']","[41, 42, 43, 49, 50, 51, 51, 52, 53, 54, 55, 56]",void,55.0,True,75.0,12,Others,True,0,55,i := i + 1;,i := i+1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial_2,"['13', ' 14', ' 15', ' 19', ' 20', ' 24', ' 25', ' 27']","[13, 14, 15, 19, 20, 24, 25, 27]",int,24.0,True,100.0,8,100%,False,,,,u := u + v;,False
Dafny-Exercises_tmp_tmpjm75muf__Session7Exercises_ExerciseReplace_0,"['9', ' 10', ' 18', ' 19', ' 21']","[9, 10, 18, 19, 21]",void,21.0,True,100.0,5,100%,False,,,,i:=i+1;,False
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_LimitedStack_3,"['71', ' 72']","[71, 72]",void,71.0,True,100.0,2,100%,True,2,71,top := top + 1; //buggy line,top := top + 1;,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_72,"['376', ' 377', ' 380', ' 383', ' 384', ' 390', ' 391', ' 392', ' 399']","[376, 377, 380, 381, 382, 383, 384, 390, 391, 392, 399]",void,383.0,True,81.81818181818183,11,Others,True,1,383,"ghost var i', j' := lo + hi - (r + 1), lo + hi + (r + 1);","var i', j' := lo + hi - (r + 1), lo + hi + (r + 1);",True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_71,"['376', ' 377', ' 380', ' 383', ' 384', ' 390', ' 391', ' 392', ' 399']","[376, 377, 380, 381, 382, 383, 384, 390, 391, 392, 399]",void,383.0,True,81.81818181818183,11,Others,False,,,,"var i', j' := lo + hi - (r + 1), lo + hi + (r + 1);",False
DafnyProjects_tmp_tmp2acw_s4s_partitionOddEven_4,"['8', ' 9', ' 10', ' 16', ' 17', ' 18']","[8, 9, 10, 16, 16, 17, 17, 18, 18]",void,17.0,True,66.66666666666666,9,Others,True,0,17,if odd(a[i]) { i := i + 1; } //buggy line,if odd(a[i]) { i := i + 1; },True
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_a3 copy 2_39,"['199', ' 222']","[196, 197, 199, 207, 209, 217, 219, 222]",int,219.0,False,25.0,8,Others,False,,,,n := n + 1;,False
dafny-synthesis_task_id_588_3,"['5', ' 6', ' 8', ' 15', ' 16', ' 17', ' 18', ' 23']","[5, 6, 8, 15, 16, 17, 17, 18, 23]",int,23.0,True,88.88888888888889,9,Others,True,0,23,diff := maxVal - minVal;,diff := maxVal - minVal;,True
metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_somatoriov2_0,"['14', ' 17']","[13, 14, 17]",nat,17.0,True,66.66666666666666,3,Others,True,0,17,s := s + a[i];,s := s + a[i];,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_KatzManna_51,"['61', ' 64', ' 65', ' 68', ' 69', ' 73', ' 74', ' 76', ' 78', ' 79']","[59, 60, 61, 64, 65, 68, 69, 73, 74, 76, 78, 79, 81]",int,79.0,True,76.92307692307693,13,Others,True,0,79,"y := y * X[a - 1, a - 1];","y := y * X[a-1,a-1];",True
dafny-language-server_tmp_tmpkir0kenl_Test_VSI-Benchmarks_b1_7,"['15', ' 16', ' 17', ' 20', ' 21']","[14, 15, 16, 17, 20, 21, 23, 24, 25, 28, 29]",int,21.0,True,45.45454545454545,11,Others,False,,,,n := n + 1;,False
VerifiedMergeSortDafny_tmp_tmpva7qms1b_MergeSort_3,"['9', ' 10', ' 11', ' 13', ' 22', ' 23', ' 24', ' 37', ' 25', ' 26', ' 27', ' 28', ' 30', ' 31', ' 34', ' 35']","[9, 10, 11, 13, 22, 23, 24, 25, 25, 26, 27, 28, 28, 30, 31, 32, 34, 35, 37]",void,24.0,True,84.21052631578947,19,Others,True,0,24,a1Pos := a1Pos + 1;,a1Pos := a1Pos + 1;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_52,"['296', ' 297', ' 302']","[296, 297, 302, 302]",void,302.0,True,75.0,4,Others,True,0,302,dst[n] := 2 * src[n]; n := n + 1; //buggy line,dst[n] := 2 * src[n]; n := n + 1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseFirstNegative_5,['20'],"[9, 10, 11, 17, 18, 20, 20]",bool_int,20.0,True,14.285714285714285,7,Others,True,0,20,i := i - 1;,if (b){i:=i-1;},False
SENG2011_tmp_tmpgk5jq85q_p2_0,"['7', ' 8', ' 18', ' 19', ' 21']","[7, 8, 18, 19, 21]",void,21.0,True,100.0,5,100%,False,,,,i := i + 1;,False
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_35,"['122', ' 123', ' 124', ' 125', ' 127', ' 129', ' 137', ' 140', ' 146', ' 147', ' 152', ' 153', ' 154', ' 157', ' 163', ' 165', ' 166', ' 169', ' 170', ' 171', ' 172', ' 173', ' 174', ' 176', ' 191']","[122, 123, 124, 125, 127, 129, 137, 141, 146, 147, 149, 151, 152, 153, 154, 157, 163, 165, 166, 167, 169, 170, 171, 172, 172, 173, 174, 175, 176, 177, 189, 190, 191, 122, 123, 124, 125, 127, 129, 137, 141, 146, 147, 149, 151, 152, 153, 154, 157, 163, 165, 166, 167, 169, 170, 171, 172, 172, 173, 174, 175, 176, 177, 189, 190, 191, 122, 123, 124, 125, 127, 129, 137, 141, 146, 147, 149, 151, 152, 153, 154, 157, 163, 165, 166, 167, 169, 170, 171, 172, 172, 173, 174, 175, 176, 177, 189, 190, 191]",string_int_int,166.0,True,25.252525252525253,99,Others,False,,,,var max_mirrored_radius := old_center + old_radius - center;,False
summer-school-2020_tmp_tmpn8nf7zf0_chapter02_solutions_exercise03_solution_9,"['52', ' 53', ' 54', ' 55', ' 65', ' 67', ' 68', ' 69', ' 66', ' 72', ' 73']","[52, 53, 54, 55, 64, 65, 66, 67, 68, 69, 71, 72, 73]",seq(int),69.0,True,84.61538461538461,13,Others,True,0,69,bi := bi + 1;,bi := bi + 1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_Cubes_11,"['12', ' 20', ' 21', ' 22', ' 23']","[8, 9, 10, 11, 12, 19, 20, 21, 22, 23]",void,22.0,True,50.0,10,Others,False,,,,m := m + 6;,False
dafny-synthesis_task_id_784_3,"['66', ' 67']","[66, 67]",int,67.0,True,100.0,2,100%,True,0,67,product := lst[evenIndex] * lst[oddIndex];,product := lst[evenIndex] * lst[oddIndex];,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower_4,"['10', ' 15']","[8, 9, 10, 15]",nat,15.0,True,50.0,4,Others,True,1,15,"x, y := x + 1, 2 * y; //buggy line","x, y := x + 1, y + y;",False
MFES_2021_tmp_tmpuljn8zd9_FCUL_Exercises_8_sum_0,"['11', ' 16', ' 17']","[9, 10, 11, 16, 17]",nat,16.0,True,60.0,5,Others,True,2,16,i := i + 1; //buggy line,i := i + 1;,True
dafny-synthesis_task_id_594_0,"['18', ' 19', ' 21', ' 30', ' 32', ' 34', ' 36', ' 38', ' 43']","[18, 19, 21, 30, 32, 34, 36, 38, 40, 43]",int,43.0,True,90.0,10,Others,True,0,43,diff := a[firstEven] - a[firstOdd];,diff := a[firstEven] - a[firstOdd];,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix_1,"['5', ' 6', ' 11', ' 12', ' 19', ' 20', ' 22']","[5, 6, 11, 12, 19, 20, 22]",void,19.0,True,100.0,7,100%,True,0,19,"a[m, n] := a[m, n] + 1; //buggy line","a[m,n] := a[m,n] + 1;",True
